name1,name2,is_match,cosine_sim,sbert_sim,jaro_sim,levenshtein,first_letter_match,len_diff,soundex_match,metaphone_match,token_set_ratio,lcs,jaccard,ngram_overlap,predicted_match
dekanilotpal,deka nilotpal,1,0.866673175,0.4580928,0.984615385,1,1,1,1,0,0.96,8,0,0.615384615,1
hemasundar,hema sundar,1,0.74573918,0.5326665,0.981818182,1,1,1,1,0,0.95,6,0,0.545454545,1
neeraj dwivedi,s c l dwivedi,0,0.731813556,0.5880897,0.728937729,6,0,1,0,0,0.7,8,0.2,0.352941176,0
dj bhaumik,d j bhowmick,0,0.098899929,0.56089497,0.8025,4,1,2,1,0,0.73,4,0,0.125,0
goutham roy,d vishali,0,0.006211823,0.29074606,0.468013468,10,0,2,0,0,0.2,2,0,0,0
mujawar parvej abdul jabbar surgeon doctor in dhule,parvej mujawar,0,0.557393485,0.5759172,0.591503268,39,0,37,0,0,1,7,0.25,0.204081633,0
aijaz ahmad malik,aizal,0,0.088936035,0.5476406,0.595098039,12,1,12,0,0,0.45,2,0,0,0
verma ram naresh,naval verma,0,0.4749601,0.4677742,0.617424242,12,0,5,0,0,0.67,5,0.25,0.15,0
aijaz ahmad,aizal,0,0.095026027,0.6266611,0.637878788,7,1,6,0,0,0.38,2,0,0,0
suresh shenoy,p s suresh,0,0.539683434,0.5061556,0.638461538,10,0,3,0,0,0.75,6,0.25,0.266666667,0
aijaz ahmad rather,aizal,0,0.077707495,0.5621749,0.590740741,14,1,13,0,0,0.35,2,0,0,0
vivek singla,tanuj singla,0,0.526796064,0.5321009,0.722222222,5,0,0,0,0,0.67,7,0.333333333,0.333333333,0
dibyajyoti bora,boro kanak,0,0.144225694,0.538207,0.544444444,12,0,5,0,0,0.4,3,0,0.05,0
ravindra nath sahay,r n sahay,0,0.595885682,0.5389682,0.605263158,10,1,10,0,0,0.71,6,0.2,0.2,0
srinivas,p sreenivas,0,0.465006291,0.4013915,0.837121212,4,0,3,0,0,0.74,5,0,0.25,0
mohammed siddique,k a sidhic,0,0.125081808,0.52747774,0.608683473,11,0,7,0,0,0.44,4,0,0.095238095,0
rasbihari hembram,ras bihari hemrom,0,0.411034465,0.5793915,0.898431373,3,1,0,1,0,0.53,10,0,0.428571429,0
mohammed waseem,mohammed vassim,0,0.488003517,0.6352456,0.92,3,1,0,0,0,0.8,9,0.333333333,0.368421053,0
sahay chandra bansh,r n sahay,0,0.562751462,0.43856657,0.572542467,15,0,10,0,0,0.71,5,0.2,0.142857143,0
rama krishna,ramakrishna bolagani,0,0.482398719,0.5900291,0.853333333,10,1,8,1,0,0.44,7,0,0.333333333,0
nilesh vishwakarma,nilesh v patil,0,0.489974168,0.4301829,0.833968254,9,1,4,1,0,0.6,8,0.25,0.272727273,0
aravind gubbi,gubhi h,0,0.293347215,0.53299904,0.47985348,11,0,6,0,0,0.4,3,0,0.066666667,0
nitin jagdhane,c d jagdhani,0,0.631098917,0.73643863,0.579365079,6,0,2,0,0,0.62,8,0,0.375,0
geo jerosh j r,genoo,0,0.102388602,0.28022867,0.695238095,11,1,9,0,0,0.42,2,0,0,0
ganga cheluka gopalachary,ganga s,0,0.420049629,0.62576544,0.699047619,19,1,18,1,0,0.83,6,0.25,0.166666667,0
m r attri,mohan r attri,1,0.824456034,0.5822948,0.841025641,4,1,4,0,0,0.88,8,0.5,0.5,1
bejoy abraham,vijay abraham,0,0.55233945,0.58632064,0.712820513,3,0,0,0,0,0.77,9,0.333333333,0.466666667,0
gangalakshmi c,ganga s,0,0.454980978,0.5454531,0.857142857,8,1,7,0,0,0.57,5,0,0.214285714,0
akash a saraogi,akash bhatjire,0,0.236735688,0.68338454,0.826349206,8,1,1,0,0,0.55,6,0.25,0.19047619,0
upadhyay abinash kumar,r n uppadhya,0,0.365394139,0.74270403,0.571548822,18,0,10,0,0,0.65,6,0,0.153846154,0
k matchavel,jeena raju k,0,0.030409313,0.4019305,0.396464646,11,0,1,0,0,0.35,1,0.25,0,0
kuotsu lhoutsoviti,k kuotsuo,0,0.475163142,0.68503964,0.652777778,13,1,9,0,0,0.52,6,0,0.210526316,0
drrabindra nath upadhyay,r n uppadhya,0,0.315997508,0.7050247,0.597222222,14,0,12,0,0,0.56,6,0,0.185185185,0
arup kanti deb,dev a k,0,0.104115225,0.3033865,0.452380952,11,0,7,0,0,0.57,2,0,0,0
asish kumar mandal,ashish kumar mondal,0,0.513437089,0.6048951,0.910056186,2,1,1,1,0,0.92,11,0.2,0.5,1
raj kumar singh,c rajkumar,0,0.33069357,0.57874703,0.759259259,9,0,5,0,0,0.4,5,0,0.235294118,0
biswajit dev nath,dev a k,0,0.42213644,0.4260253,0.423902894,12,0,10,0,0,0.6,4,0.2,0.111111111,0
surendra ugale,surender s g,0,0.39932455,0.47283077,0.878571429,7,1,2,1,0,0.54,6,0,0.222222222,0
pashok,ashok singh,0,0.538010614,0.17396012,0.762626263,7,0,5,0,0,0.59,5,0,0.3,0
dara surender,surender s g,0,0.780054894,0.5268903,0.665954416,9,0,1,0,0,0.8,8,0.25,0.4,0
durah rupam,rupam duwara,0,0.516441835,0.6995396,0.644660895,7,0,1,0,0,0.87,5,0.333333333,0.1875,1
drrupam duarah,rupam duwara,0,0.330625145,0.49404973,0.80988456,4,0,2,0,0,0.54,8,0,0.466666667,0
surender losari,surender s g,0,0.617740619,0.58492786,0.9,5,1,3,1,0,0.8,9,0.25,0.4375,0
devajit choudhury,dev a k,0,0.218729256,0.37423545,0.60280112,13,1,10,0,0,0.33,3,0,0.052631579,0
hariprasad t r,manjunath hariprasad,0,0.693303105,0.6727835,0.532142857,14,0,6,0,0,0.83,10,0.25,0.363636364,1
madhu moothedath,madhu m s,0,0.437502275,0.6477303,0.843055556,9,1,7,0,0,0.71,7,0.25,0.3125,0
liladhar r chandan,chandan phadgane,0,0.280824005,0.6545738,0.675294613,12,0,2,0,0,0.65,7,0.25,0.2,0
nikhil gawde,nikhil thorkade,0,0.416747082,0.6261648,0.9,6,1,3,0,0,0.74,7,0.333333333,0.277777778,0
karan singh,m n s appa,0,0.020873826,0.255046,0.504545455,9,0,1,0,0,0.48,3,0,0.0625,0
mohd salman khan,m n s appa,0,0.029075301,0.17586462,0.602777778,11,1,6,0,0,0.38,2,0,0,0
shreya sardana,sarath sarnich,0,0.138437785,0.4857886,0.738571429,8,1,0,0,0,0.5,4,0,0.095238095,0
atul sardana,sarath sarnich,0,0.149432662,0.54039586,0.621031746,9,0,2,0,0,0.54,4,0,0.105263158,0
bibilash babu,babu subhash,0,0.400718826,0.64238906,0.635683761,9,1,1,0,0,0.72,4,0.333333333,0.166666667,0
majumdar jaydeep,d n majumdar,0,0.672609102,0.5938408,0.652777778,12,0,4,0,0,0.8,8,0.25,0.333333333,0
praveen sodhi,saba parveen,0,0.217649191,0.49637297,0.564407814,12,0,1,0,0,0.64,4,0,0.105263158,0
james,molly james,0,0.652901146,0.56675017,0.43030303,6,0,6,0,0,1,5,0.5,0.333333333,1
khurshid alam,alom m,0,0.07913015,0.26579028,0.414529915,11,0,7,0,0,0.42,2,0,0,0
jameel akhter,j akther,0,0.104487062,0.4479705,0.738324176,7,1,5,0,0,0.67,3,0,0.0625,0
intekhab alam,alom m,0,0.072325238,0.29085833,0.414529915,11,0,7,0,0,0.42,2,0,0,0
agasthya dharmapuri,pramod agasthya,0,0.544454973,0.7311668,0.649548113,16,0,4,0,0,0.7,8,0.333333333,0.25,0
roman dutta,s c dutt,0,0.392260222,0.5106696,0.693181818,6,0,3,0,0,0.53,5,0,0.25,0
pawan kumar gambhir,pawan x,0,0.495638711,0.5454914,0.834586466,13,1,12,0,0,0.83,6,0.25,0.222222222,0
gokulananda sahu,j r sahoo,0,0.121608026,0.4569141,0.282407407,13,0,7,0,0,0.32,4,0,0.105263158,0
pawanindra lal,pawan x,0,0.463245781,0.6041381,0.857142857,8,1,7,0,0,0.48,5,0,0.214285714,0
diwakar shankar,vidyashankar cj,0,0.346924057,0.5406702,0.670707071,9,0,0,0,0,0.6,7,0,0.315789474,0
rajeyabaul,r jeyapaul,0,0.355518205,0.5373831,0.805,2,1,0,1,0,0.7,4,0,0.230769231,0
jeyabaul ra,r jeyapaul,0,0.47951641,0.64452726,0.778787879,6,0,1,0,0,0.86,4,0,0.214285714,1
jeyabaul r a,r jeyapaul,1,0.494180814,0.6746391,0.761111111,7,0,2,0,0,0.82,4,0.25,0.2,1
vijay anand,tanvi vijay,0,0.452158048,0.64400166,0.56969697,10,0,0,0,0,0.73,5,0.333333333,0.2,0
ashok kumar verma,a k verma,0,0.637199579,0.5525353,0.562091503,8,1,8,0,0,0.71,6,0.2,0.222222222,0
jayasurya reddy,soudin reddy c,0,0.288694931,0.6470858,0.618253968,10,0,1,0,0,0.55,6,0.25,0.19047619,0
narendra kumar reddy g,ibrahim g,0,0.054809251,0.46853718,0.375420875,17,0,13,0,0,0.26,2,0.2,0,0
mohsin khan,farhan mohsin,0,0.665272393,0.6405388,0.557886558,9,0,2,0,0,0.83,6,0.333333333,0.333333333,1
sharmanabanita,n sharma,0,0.394786861,0.6340108,0.648809524,10,0,6,0,0,0.55,6,0,0.285714286,0
mohammad avdel samad,m a samad,0,0.53773564,0.53994375,0.614021164,11,1,11,0,0,0.71,6,0.2,0.2,0
jayavant deore,jaywant v deore,0,0.581280221,0.56363034,0.916324786,4,1,1,0,0,0.83,6,0.25,0.388888889,1
akshaya kumar panda,akshay batta,0,0.421747941,0.578323,0.82251462,10,1,7,0,0,0.58,6,0,0.173913043,0
ankur verma,a k verma,0,0.628988735,0.62255716,0.809848485,3,1,2,0,0,0.8,6,0.25,0.333333333,0
vijay wadhwa,tanvi vijay,0,0.32334735,0.6253273,0.557070707,11,0,1,0,0,0.62,5,0.333333333,0.1875,0
dilip kumar deka,killing dilip,0,0.441916959,0.5132303,0.501068376,13,0,3,0,0,0.56,5,0.25,0.136363636,0
pallab saha,p c saha,0,0.472212594,0.53575206,0.654040404,5,1,3,0,0,0.67,5,0.25,0.25,0
kalyan mandal,c fonning,0,0,0.22391474,0.41025641,11,0,4,0,0,0.18,1,0,0,0
vijay pratap singh,v p singh divya hospital,0,0.203455199,0.4286796,0.626424501,18,1,6,0,0,0.57,7,0.142857143,0.151515152,0
nirmal sinha,nirmal kumar paswan,0,0.48522924,0.6378674,0.82251462,11,1,7,1,0,0.67,7,0.25,0.227272727,0
vishal mukherjee,c fonning,0,0,0.1841011,0.282407407,15,0,7,0,0,0.16,1,0,0,0
rohit sexena,rohit km saxena,0,0.555357741,0.572304,0.911818182,4,1,3,0,0,0.81,6,0.25,0.352941176,1
iftikhar bakshi,r k bhakshi r k bhakshi,0,0.306837471,0.38186008,0.635024155,13,0,8,0,0,0.69,5,0,0.136363636,0
ajay prakash,v s prakash,0,0.709705693,0.7009247,0.672979798,4,0,1,0,0,0.78,8,0.25,0.461538462,0
yousuf kachroo,mohammad yousuf,0,0.532614707,0.37803096,0.434126984,14,0,1,0,0,0.6,6,0.333333333,0.19047619,0
m begani,m belagi,0,0.155871199,0.41789734,0.921428571,2,1,0,0,0,0.75,4,0.333333333,0.2,0
ankit chauhan,ankit katara,0,0.520183565,0.7120347,0.856410256,6,1,1,1,0,0.64,6,0.333333333,0.235294118,0
mm begani,m belagi,0,0.121435125,0.36479157,0.85297619,3,1,1,0,0,0.71,4,0,0.181818182,0
ashwini c,ashwinee x,0,0.557956804,0.53334576,0.895555556,3,1,1,1,0,0.74,6,0,0.363636364,0
gautam kumar,kumar p c,0,0.371910255,0.69026524,0.509259259,9,0,3,0,0,0.71,5,0.25,0.214285714,0
asheesh sharma,ashwinee x,0,0.127313458,0.23079845,0.676190476,11,1,4,0,0,0.5,3,0,0.052631579,0
vikram goyal,nagarjun reddy,0,0,0.62505,0.457936508,12,0,2,0,0,0.31,1,0,0,0
shishir agrawal,samsun haq,0,0.003457768,0.30803904,0.544444444,11,1,5,0,0,0.32,1,0,0,0
k rajendran,k arivarusu,0,0.036479493,0.4493654,0.585858586,8,1,0,0,0,0.45,2,0.333333333,0,0
rajan garach,jarine ragwala,0,0.038860207,0.31993747,0.715873016,9,0,2,0,0,0.46,2,0,0,0
ss saha,irin saha,0,0.463901016,0.65761614,0.756613757,4,0,2,0,0,0.73,5,0.333333333,0.333333333,0
debapriyo saha,irin saha,0,0.258041208,0.64370716,0.616402116,7,0,5,0,0,0.62,5,0.333333333,0.1875,0
ramkrishan kajla,r k kajla,0,0.677384615,0.7299771,0.671296296,8,1,7,0,0,0.71,6,0.25,0.235294118,0
k khan,k w hasan,0,0.167169015,0.51633346,0.837037037,4,1,3,1,0,0.67,2,0.25,0,0
sarfraz alam,r alam,0,0.448550988,0.6725197,0.472222222,6,0,6,0,0,0.8,5,0.333333333,0.272727273,0
mohmad yousuf mir,mohammad yousuf,0,0.699460105,0.39084038,0.89603821,6,1,2,1,0,0.81,10,0.25,0.473684211,0
tanmaya panda,s panda,0,0.524066494,0.7120792,0.553113553,7,0,6,0,0,0.83,6,0.333333333,0.333333333,0
chandra ck naidu,p c k naidu,0,0.702765182,0.5916003,0.645412458,8,0,5,0,0,0.67,7,0.166666667,0.277777778,0
aman barwala,aman,0,0.51844859,0.61675817,0.866666667,8,1,8,0,0,1,4,0.5,0.2,1
n anandan,c anbanantham,0,0.194245162,0.34536868,0.629222629,7,0,4,0,0,0.64,4,0,0.2,0
singh sardar pradip kumar,pradip sing sardar,0,0.858407956,0.6128007,0.71795207,20,0,7,0,0,0.84,7,0.4,0.444444444,1
raghunath k j,c anbanantham,0,0.019912939,0.27185574,0.58974359,10,0,0,0,0,0.38,2,0,0,0
a anbanandan,c anbanantham,0,0.644155521,0.6104117,0.665954416,4,0,1,0,0,0.64,8,0,0.4,0
ajay halder,ajay sen,0,0.399858838,0.6307397,0.859090909,5,1,3,0,0,0.67,5,0.333333333,0.25,0
chukka gautam kumar,p k gautham,0,0.297980078,0.56690675,0.652844232,12,0,8,0,0,0.53,5,0,0.130434783,0
prasad jeedigunta,g s v prasad,0,0.364301914,0.5839195,0.522175537,15,0,5,0,0,0.67,6,0.2,0.19047619,0
yash pandey,juli priya,0,0.023428798,0.15977788,0.504545455,9,0,1,0,0,0.29,2,0,0,0
varun sanjay gunavanthe,varun mn,0,0.415764335,0.48542434,0.835869565,16,1,15,0,0,0.77,6,0.25,0.173913043,0
varun h kashyap,varun mn,0,0.484990947,0.5637976,0.83,9,1,7,0,0,0.77,6,0.25,0.266666667,0
k c garg,karan garg,0,0.72306485,0.6599935,0.672222222,4,1,2,0,0,0.67,5,0.25,0.272727273,0
d v sita rama raju,v sitaraman swamy,0,0.422398447,0.53230244,0.651960784,8,0,1,0,0,0.57,6,0.142857143,0.260869565,0
varun dixit,varun mn,0,0.500424608,0.6016345,0.859090909,5,1,3,0,0,0.77,6,0.333333333,0.363636364,0
ajay mandal,amjad mondal,0,0.229497012,0.23081997,0.770454545,3,1,1,0,0,0.78,4,0,0.117647059,0
mahender jillella,v mangilol,0,0.029992836,0.1838717,0.608683473,13,0,7,0,0,0.3,2,0,0,0
k goutham roy,v mangilol,0,0,0.21480781,0.485897436,11,0,3,0,0,0.26,1,0,0,0
vamshi krishna,v mangilol,0,0.009894706,0.24371335,0.552380952,11,1,4,0,0,0.25,1,0,0,0
ranvijay bharti,ran vijay sinha,0,0.346899765,0.33652365,0.828888889,7,1,0,1,0,0.53,6,0,0.238095238,0
d dakshina murthy,dakshman,0,0.428511271,0.60193,0.803676471,11,1,9,0,0,0.48,5,0,0.166666667,0
shivanshu singh,karanvir singh,0,0.246962911,0.69294703,0.626984127,7,0,1,0,0,0.55,6,0.333333333,0.19047619,0
anurag bijalwan,anurag x,0,0.572042861,0.4779845,0.868333333,8,1,7,1,0,0.86,7,0.333333333,0.357142857,0
bashir ahmed lone,basit ahmad,0,0.245861611,0.56741965,0.795919984,8,1,6,0,0,0.64,4,0,0.142857143,0
yeshwanth r,yashwant r sarkery,0,0.310762926,0.54759216,0.698653199,9,1,7,1,0,0.62,6,0.25,0.19047619,0
ranvijay singh,ran vijay sinha,0,0.464901961,0.5452181,0.898376068,3,1,1,1,0,0.55,9,0,0.470588235,0
amarnath reddy palakollu,g nagamanikyam,0,0.030758937,0.4697345,0.524470899,20,0,10,0,0,0.32,3,0,0.03030303,0
dhar dwivedi indu bhushan,a p d dwivedi,0,0.645660379,0.5795553,0.640839161,18,0,12,0,0,0.7,8,0.142857143,0.214285714,0
s v r chandra murthy,v mangilol,0,0.057260356,0.22826888,0.45,16,0,10,0,0,0.27,2,0.166666667,0,0
gundam siva srinivasa reddy,b srinivasa reddy,0,0.745743454,0.59895086,0.740423021,11,0,10,0,0,0.94,16,0.4,0.56,1
muhammed safeer,safeer b,0,0.662287495,0.5347992,0.525,11,0,7,0,0,0.86,6,0.333333333,0.266666667,0
raman sharma,suryottam sharma,0,0.345260539,0.663012,0.752777778,7,0,4,0,0,0.71,7,0.333333333,0.263157895,0
akshay anchalia,akshay s marathe,0,0.421423389,0.53452563,0.838333333,8,1,1,0,0,0.58,7,0.25,0.227272727,0
akshay mhase,akshay s marathe,0,0.459761834,0.6257272,0.933333333,6,1,4,0,0,0.71,7,0.25,0.263157895,0
sanjay v vekhande,v sinddikar,0,0.063707582,0.37049443,0.466131907,15,0,6,0,0,0.43,2,0.25,0,0
mithilesh kumar,kumar mrigesh,0,0.233612311,0.70814633,0.525518926,14,0,2,0,0,0.79,5,0.333333333,0.2,0
preity negi,prteet negi,0,0.409276406,0.73396695,0.843771044,3,1,0,0,0,0.82,5,0.333333333,0.2,1
pandey ravi kumar,a k pandey,0,0.689976158,0.52587634,0.590196078,14,0,7,0,0,0.75,6,0.2,0.210526316,0
shams alam mohammed tahir,shalmali m,0,0.069101817,0.36670762,0.665,18,1,15,0,0,0.46,3,0,0.034482759,0
shireesh h choudhary,shailendra chaudhari,0,0.165158803,0.49381557,0.664102564,9,1,0,0,0,0.6,5,0,0.125,0
shekar reddy y,y shashindra,0,0.12908583,0.42732853,0.476190476,12,0,2,0,0,0.46,2,0.25,0,0
joyanta kumar,jayanta khan,0,0.38805878,0.4571939,0.665954416,4,1,1,1,0,0.72,7,0,0.3125,0
spilango,bagavath leena,0,0,0.3420068,0.418650794,13,0,6,0,0,0.18,1,0,0,0
bashir ahmad,fasil ahmad,0,0.381433528,0.6861882,0.781986532,3,0,1,0,0,0.78,6,0.333333333,0.266666667,0
kamalakar naidu,naidu kl,0,0.65034779,0.62115574,0.422222222,13,0,7,0,0,0.77,5,0.333333333,0.1875,0
chandra ck naidu,naidu kl,0,0.697503016,0.658918,0.579166667,12,0,8,0,0,0.77,5,0.25,0.176470588,0
nilesh kumar dehariya,nilesh guru,0,0.426431163,0.6252362,0.849350649,12,1,10,1,0,0.71,7,0.25,0.217391304,0
tawseef ahmad,tawseef mir,0,0.80584915,0.57903534,0.902097902,4,1,2,1,0,0.78,8,0.333333333,0.428571429,0
gaurav minocha,v r minocha,0,0.788548864,0.6348697,0.707792208,5,0,3,0,0,0.8,8,0.25,0.4,0
shyama sundaram kottilil,shyama s,0,0.468785595,0.58210444,0.866666667,16,1,16,0,0,0.86,8,0.25,0.272727273,0
mubarik mir,mubariq ahmad,0,0.491923862,0.6408411,0.868531469,5,1,2,1,0,0.67,6,0,0.25,0
sriharsha bhimavarapu,sri harsha manepalli,0,0.242180492,0.6049005,0.797222222,10,1,1,1,0,0.44,7,0,0.193548387,0
debashish roy,d roy choudhary,0,0.425767795,0.6904855,0.573137973,11,1,2,0,0,0.43,4,0.25,0.090909091,0
sahil sharma,sahil sandal,0,0.628946724,0.61306053,0.9,4,1,0,0,0,0.75,7,0.333333333,0.333333333,0
manabendra naskar,manabendra sur,0,0.715317537,0.6327016,0.938655462,4,1,3,1,0,0.84,11,0.333333333,0.5,1
louis david p,p devid,0,0.267820482,0.33908236,0.566300366,8,0,6,0,0,0.6,3,0.25,0.066666667,0
david p tauro,p devid,0,0.28896347,0.3587356,0.566300366,11,0,6,0,0,0.6,3,0.25,0.066666667,0
prantik chowdhury,prabin ch choudhury,0,0.384402612,0.47465846,0.847420021,6,1,2,0,0,0.72,5,0,0.24,0
satish bansal,satish s n,0,0.634495707,0.6392296,0.896239316,5,1,3,0,0,0.78,7,0.25,0.357142857,0
vinay kumar,vinay p,0,0.795184281,0.6257207,0.880519481,5,1,4,0,0,0.83,6,0.333333333,0.4,0
amit bansal,amit sukoti,0,0.311163004,0.58360326,0.696969697,6,1,0,0,0,0.55,5,0.333333333,0.2,0
amit phadnis,amit sukoti,0,0.238981248,0.5978297,0.681818182,6,1,1,0,0,0.53,5,0.333333333,0.1875,0
chetan j patil,vijendra patil,0,0.318867506,0.5626153,0.742857143,8,0,0,0,0,0.57,6,0.25,0.2,0
rishikesh kumar,uttkarsh kumar,0,0.18304695,0.8037511,0.726984127,7,0,1,0,0,0.62,8,0.333333333,0.315789474,0
sanjeev trehan,khan temoor,0,0.063868708,0.42449912,0.602453102,11,0,3,0,0,0.4,3,0,0.05,0
jafar ali,jafar deep,0,0.713752639,0.5522655,0.853333333,4,1,1,0,0,0.71,6,0.333333333,0.363636364,0
keertana devasani,keerthana m s,0,0.481610054,0.5791755,0.871493213,8,1,4,1,0,0.53,5,0,0.238095238,0
jp jaiswal,jolly x,0,0.036542874,0.23562276,0.495238095,9,1,3,0,0,0.35,1,0,0,0
g sriramulu,sri ramalu,0,0.282617108,0.6351768,0.794949495,4,0,1,0,0,0.48,3,0,0.133333333,0
siddharth jaiswal,diddarth x,0,0.251426684,0.288708,0.631862745,9,0,7,0,0,0.52,5,0,0.210526316,0
m ramulu,sri ramalu,0,0.248424503,0.40229875,0.672222222,4,0,2,0,0,0.56,4,0,0.166666667,0
sashi kalyan,kalyan adithya,0,0.514953628,0.6362543,0.686507937,11,0,2,0,0,0.69,6,0.333333333,0.222222222,0
govindarajan periasamy,peria samy,0,0.563379663,0.6256547,0.442424242,14,0,12,0,0,0.56,5,0,0.217391304,0
kalyan chakravarthy molugu,kalyan adithya,0,0.341900539,0.6485421,0.83040293,15,1,12,0,0,0.6,7,0.25,0.2,0
nvenkata chalapathy goud,n v chalapathi goud,0,0.660813269,0.63290167,0.792685759,8,1,5,0,0,0.79,10,0.166666667,0.392857143,0
pk moulik,dhruba moulik,0,0.640241199,0.7271434,0.676841677,6,0,4,0,0,0.8,7,0.333333333,0.384615385,0
sharad gupta,jps shakay,0,0.067283975,0.5174189,0.572222222,11,0,2,0,0,0.55,3,0,0.058823529,0
n suresh anand,n suresh,1,0.758470496,0.48317122,0.914285714,6,1,6,1,0,1,8,0.666666667,0.5,1
bipin chand chaturvedi,vipin chaturvedi,0,0.802277581,0.641418,0.806439394,7,0,6,0,0,0.79,11,0.25,0.684210526,0
balamurali,bala murali,1,0.780768906,0.6081196,0.981818182,1,1,1,1,0,0.95,6,0,0.545454545,1
sanjoy kumar mahapatra,sanjay mohapatro,0,0.3859087,0.57277477,0.883863636,9,1,6,0,0,0.68,6,0,0.214285714,0
ram bhupal rao,ram malik,0,0.216493903,0.68747234,0.698412698,8,1,5,0,0,0.52,4,0.25,0.117647059,0
d k garg,hc garg,0,0.810712416,0.6503254,0.779761905,3,0,1,0,0,0.73,5,0.25,0.375,0
srihari dasamandam,m sreehari,0,0.189663775,0.4931707,0.601058201,15,0,8,0,0,0.57,4,0,0.090909091,0
khush dil ajaz,khushdil jan,0,0.471076338,0.5276507,0.885930736,3,1,2,1,0,0.62,5,0,0.294117647,0
yawar nissar,yawar ahmed,0,0.512378666,0.5292974,0.843939394,6,1,1,0,0,0.62,6,0.333333333,0.266666667,0
md najim,inzamam ul hoda,0,0.007539558,0.31660962,0.55,13,0,7,0,0,0.43,1,0,0,0
sherif ahmed,shafeeq s,0,0.022065233,0.29073337,0.691798942,9,1,3,0,0,0.38,2,0,0,0
sanjeev kumar,v p sah,0,0.081238364,0.28884843,0.442002442,10,0,6,0,0,0.4,2,0,0,0
sheela sulochana,silby p y,0,0.00559087,0.26252162,0.506944444,14,1,7,0,0,0.24,1,0,0,0
tsvijayakumar,vijay kumar t s,0,0.396301479,0.5385063,0.745299145,7,0,2,0,0,0.43,5,0,0.333333333,0
b k sinha,v p sah,0,0.009531036,0.37856483,0.68994709,5,0,2,0,0,0.38,2,0,0,0
preethi chandran,preethi philip,0,0.503995459,0.47753167,0.841071429,7,1,2,0,0,0.67,8,0.333333333,0.3,0
dhruba jyoti bhaumik,m bhowmick,0,0.045938429,0.39533818,0.516666667,15,0,10,0,0,0.4,3,0,0.04,0
a choudhary,a h chowdhury,0,0.274726307,0.45517316,0.860885781,4,1,2,1,0,0.75,4,0.25,0.111111111,0
gmarimuthu gopalsamy,gopalakrishnan g,0,0.249233095,0.5145508,0.608333333,18,1,4,0,0,0.5,5,0,0.103448276,0
purnendu bhowmik,m bhowmick,0,0.437402786,0.5879216,0.766666667,9,0,6,0,0,0.62,7,0,0.294117647,0
tripathi induprabha miss,pooja triphati,0,0.17056704,0.55585307,0.596500722,18,0,10,0,0,0.53,4,0,0.0625,0
a arun kumar reddy,arun,1,0.60706884,0.58646363,0.766666667,14,1,14,0,0,1,4,0.25,0.125,1
sukhwinder singh,sukhwinder dabar,0,0.73825233,0.6122143,0.875,5,1,0,1,0,0.77,11,0.333333333,0.473684211,0
dharwar vivekanand a,m s dhadve,0,0.115008564,0.5660111,0.522222222,17,0,10,0,0,0.33,3,0,0.04,0
sukhvinder singh saggu,sukhwinder dabar,0,0.304136721,0.4870117,0.8375,11,1,6,0,0,0.58,6,0,0.214285714,0
ravindra b dhaded,m s dhadve,0,0.226767564,0.52944046,0.673529412,11,0,7,0,0,0.44,5,0,0.15,0
govind radheshyam ghodawal,govind chaparval,0,0.305859901,0.4442751,0.847115385,15,1,10,1,0,0.57,7,0.25,0.151515152,0
sanjay kumar dubey,s k dubey,0,0.716564562,0.6027943,0.477777778,9,1,9,0,0,0.71,6,0.2,0.210526316,0
tapash paul,tapas rudrapaul,0,0.611149595,0.5071827,0.895151515,6,1,4,0,0,0.77,5,0,0.3125,0
eashwernath p s,eshwar nath,0,0.22888918,0.3697682,0.810909091,7,1,4,1,0,0.69,4,0,0.157894737,0
rajat kumar patra,m r patra,0,0.606218782,0.6290393,0.562091503,9,0,8,0,0,0.71,7,0.2,0.294117647,0
harindra sandhu,p s sandhu,0,0.636515922,0.55718505,0.626984127,8,0,5,0,0,0.75,7,0.25,0.3125,0
syed altamash,md altamash,0,0.708497328,0.59537596,0.892773893,3,0,2,0,0,0.84,10,0.333333333,0.666666667,0
paramjit singh sandhu,p s sandhu,0,0.507005898,0.6469507,0.573015873,11,1,11,0,0,0.75,7,0.2,0.227272727,0
kerketta miss prerna j,m d kerketa,0,0.55025253,0.63859177,0.654545455,18,0,11,0,0,0.61,6,0,0.16,0
santanu sarkar,r k sarkar,0,0.633535706,0.77283835,0.638095238,7,0,4,0,0,0.75,7,0.25,0.333333333,0
prunima kerketta,m d kerketa,0,0.567061128,0.60484505,0.645412458,8,0,5,0,0,0.67,7,0,0.277777778,0
kunwar roop singh,s kunwar,0,0.666794161,0.6114782,0.619397759,13,0,9,0,0,0.86,6,0.25,0.235294118,1
tapas kumar sarkar,tapas rudrapaul,0,0.432512862,0.56604934,0.850707071,9,1,3,0,0,0.61,6,0.25,0.166666667,0
suraj parkash,suraj kumar,0,0.51260747,0.60265315,0.87987568,6,1,2,0,0,0.67,6,0.333333333,0.25,0
sudhanshu mishra,j p mishra,0,0.538776459,0.710309,0.569642857,9,0,6,0,0,0.75,7,0.25,0.294117647,0
rakhi agarwal,rakhi aranjiya,0,0.440738612,0.7440729,0.876703297,6,1,1,0,0,0.67,7,0.333333333,0.277777778,0
raghunath k j,mayu resan,0,0.007384728,0.24879426,0.576068376,11,0,3,0,0,0.35,1,0,0,0
